,id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col
71,184,True,4,4,4,40,4.4,40.4,b'01/19/09',b'4',2009-01-19 02:04:08.160
72,185,False,5,5,5,50,5.5,50.5,b'01/19/09',b'5',2009-01-19 02:05:08.200
73,186,True,6,6,6,60,6.6,60.599999999999994,b'01/19/09',b'6',2009-01-19 02:06:08.250
74,187,False,7,7,7,70,7.7,70.7,b'01/19/09',b'7',2009-01-19 02:07:08.310
75,188,True,8,8,8,80,8.8,80.8,b'01/19/09',b'8',2009-01-19 02:08:08.380
76,189,False,9,9,9,90,9.9,90.89999999999999,b'01/19/09',b'9',2009-01-19 02:09:08.460
77,190,True,0,0,0,0,0.0,0.0,b'01/20/09',b'0',2009-01-20 02:10:08.550
78,191,False,1,1,1,10,1.1,10.1,b'01/20/09',b'1',2009-01-20 02:11:08.550
79,192,True,2,2,2,20,2.2,20.2,b'01/20/09',b'2',2009-01-20 02:12:08.560
80,193,False,3,3,3,30,3.3,30.299999999999997,b'01/20/09',b'3',2009-01-20 02:13:08.580
81,194,True,4,4,4,40,4.4,40.4,b'01/20/09',b'4',2009-01-20 02:14:08.610
82,146,True,6,6,6,60,6.6,60.599999999999994,b'01/15/09',b'6',2009-01-15 01:26:06.450
83,147,False,7,7,7,70,7.7,70.7,b'01/15/09',b'7',2009-01-15 01:27:06.510
84,148,True,8,8,8,80,8.8,80.8,b'01/15/09',b'8',2009-01-15 01:28:06.580
85,149,False,9,9,9,90,9.9,90.89999999999999,b'01/15/09',b'9',2009-01-15 01:29:06.660
86,150,True,0,0,0,0,0.0,0.0,b'01/16/09',b'0',2009-01-16 01:30:06.750
87,151,False,1,1,1,10,1.1,10.1,b'01/16/09',b'1',2009-01-16 01:31:06.750
88,152,True,2,2,2,20,2.2,20.2,b'01/16/09',b'2',2009-01-16 01:32:06.760
89,153,False,3,3,3,30,3.3,30.299999999999997,b'01/16/09',b'3',2009-01-16 01:33:06.780
90,154,True,4,4,4,40,4.4,40.4,b'01/16/09',b'4',2009-01-16 01:34:06.810
91,155,False,5,5,5,50,5.5,50.5,b'01/16/09',b'5',2009-01-16 01:35:06.850
92,156,True,6,6,6,60,6.6,60.599999999999994,b'01/16/09',b'6',2009-01-16 01:36:06.900
93,157,False,7,7,7,70,7.7,70.7,b'01/16/09',b'7',2009-01-16 01:37:06.960
94,158,True,8,8,8,80,8.8,80.8,b'01/16/09',b'8',2009-01-16 01:38:07.300
95,159,False,9,9,9,90,9.9,90.89999999999999,b'01/16/09',b'9',2009-01-16 01:39:07.110
96,160,True,0,0,0,0,0.0,0.0,b'01/17/09',b'0',2009-01-17 01:40:07.200
97,161,False,1,1,1,10,1.1,10.1,b'01/17/09',b'1',2009-01-17 01:41:07.200
98,162,True,2,2,2,20,2.2,20.2,b'01/17/09',b'2',2009-01-17 01:42:07.210
99,163,False,3,3,3,30,3.3,30.299999999999997,b'01/17/09',b'3',2009-01-17 01:43:07.230
100,164,True,4,4,4,40,4.4,40.4,b'01/17/09',b'4',2009-01-17 01:44:07.260
101,165,False,5,5,5,50,5.5,50.5,b'01/17/09',b'5',2009-01-17 01:45:07.300
102,166,True,6,6,6,60,6.6,60.599999999999994,b'01/17/09',b'6',2009-01-17 01:46:07.350
103,167,False,7,7,7,70,7.7,70.7,b'01/17/09',b'7',2009-01-17 01:47:07.410
104,168,True,8,8,8,80,8.8,80.8,b'01/17/09',b'8',2009-01-17 01:48:07.480
105,169,False,9,9,9,90,9.9,90.89999999999999,b'01/17/09',b'9',2009-01-17 01:49:07.560
106,170,True,0,0,0,0,0.0,0.0,b'01/18/09',b'0',2009-01-18 01:50:07.650
107,62,True,2,2,2,20,2.2,20.2,b'01/07/09',b'2',2009-01-07 00:02:02.710
108,61,False,1,1,1,10,1.1,10.1,b'01/07/09',b'1',2009-01-07 00:01:02.700
109,60,True,0,0,0,0,0.0,0.0,b'01/07/09',b'0',2009-01-07 00:00:02.700
110,59,False,9,9,9,90,9.9,90.89999999999999,b'01/06/09',b'9',2009-01-05 23:59:02.610
111,58,True,8,8,8,80,8.8,80.8,b'01/06/09',b'8',2009-01-05 23:58:02.530
112,57,False,7,7,7,70,7.7,70.7,b'01/06/09',b'7',2009-01-05 23:57:02.460
113,56,True,6,6,6,60,6.6,60.599999999999994,b'01/06/09',b'6',2009-01-05 23:56:02.400
114,55,False,5,5,5,50,5.5,50.5,b'01/06/09',b'5',2009-01-05 23:55:02.350
115,54,True,4,4,4,40,4.4,40.4,b'01/06/09',b'4',2009-01-05 23:54:02.310
116,53,False,3,3,3,30,3.3,30.299999999999997,b'01/06/09',b'3',2009-01-05 23:53:02.280
117,52,True,2,2,2,20,2.2,20.2,b'01/06/09',b'2',2009-01-05 23:52:02.260
118,51,False,1,1,1,10,1.1,10.1,b'01/06/09',b'1',2009-01-05 23:51:02.250
119,50,True,0,0,0,0,0.0,0.0,b'01/06/09',b'0',2009-01-05 23:50:02.250
120,49,False,9,9,9,90,9.9,90.89999999999999,b'01/05/09',b'9',2009-01-04 23:49:02.160
121,48,True,8,8,8,80,8.8,80.8,b'01/05/09',b'8',2009-01-04 23:48:02.800
122,47,False,7,7,7,70,7.7,70.7,b'01/05/09',b'7',2009-01-04 23:47:02.100
123,46,True,6,6,6,60,6.6,60.599999999999994,b'01/05/09',b'6',2009-01-04 23:46:01.950
124,45,False,5,5,5,50,5.5,50.5,b'01/05/09',b'5',2009-01-04 23:45:01.900
125,44,True,4,4,4,40,4.4,40.4,b'01/05/09',b'4',2009-01-04 23:44:01.860
126,43,False,3,3,3,30,3.3,30.299999999999997,b'01/05/09',b'3',2009-01-04 23:43:01.830
127,42,True,2,2,2,20,2.2,20.2,b'01/05/09',b'2',2009-01-04 23:42:01.810
128,41,False,1,1,1,10,1.1,10.1,b'01/05/09',b'1',2009-01-04 23:41:01.800
129,40,True,0,0,0,0,0.0,0.0,b'01/05/09',b'0',2009-01-04 23:40:01.800
130,39,False,9,9,9,90,9.9,90.89999999999999,b'01/04/09',b'9',2009-01-03 23:39:01.710
131,87,False,7,7,7,70,7.7,70.7,b'01/09/09',b'7',2009-01-09 00:27:03.810
132,86,True,6,6,6,60,6.6,60.599999999999994,b'01/09/09',b'6',2009-01-09 00:26:03.750
133,85,False,5,5,5,50,5.5,50.5,b'01/09/09',b'5',2009-01-09 00:25:03.700
134,84,True,4,4,4,40,4.4,40.4,b'01/09/09',b'4',2009-01-09 00:24:03.660
135,83,False,3,3,3,30,3.3,30.299999999999997,b'01/09/09',b'3',2009-01-09 00:23:03.630
136,82,True,2,2,2,20,2.2,20.2,b'01/09/09',b'2',2009-01-09 00:22:03.610
137,81,False,1,1,1,10,1.1,10.1,b'01/09/09',b'1',2009-01-09 00:21:03.600
138,80,True,0,0,0,0,0.0,0.0,b'01/09/09',b'0',2009-01-09 00:20:03.600
139,79,False,9,9,9,90,9.9,90.89999999999999,b'01/08/09',b'9',2009-01-08 00:19:03.510
140,78,True,8,8,8,80,8.8,80.8,b'01/08/09',b'8',2009-01-08 00:18:03.430
141,77,False,7,7,7,70,7.7,70.7,b'01/08/09',b'7',2009-01-08 00:17:03.360
142,76,True,6,6,6,60,6.6,60.599999999999994,b'01/08/09',b'6',2009-01-08 00:16:03.300
143,75,False,5,5,5,50,5.5,50.5,b'01/08/09',b'5',2009-01-08 00:15:03.250
144,74,True,4,4,4,40,4.4,40.4,b'01/08/09',b'4',2009-01-08 00:14:03.210
145,73,False,3,3,3,30,3.3,30.299999999999997,b'01/08/09',b'3',2009-01-08 00:13:03.180
146,72,True,2,2,2,20,2.2,20.2,b'01/08/09',b'2',2009-01-08 00:12:03.160
147,71,False,1,1,1,10,1.1,10.1,b'01/08/09',b'1',2009-01-08 00:11:03.150
148,70,True,0,0,0,0,0.0,0.0,b'01/08/09',b'0',2009-01-08 00:10:03.150
149,69,False,9,9,9,90,9.9,90.89999999999999,b'01/07/09',b'9',2009-01-07 00:09:03.600
150,68,True,8,8,8,80,8.8,80.8,b'01/07/09',b'8',2009-01-07 00:08:02.980
151,67,False,7,7,7,70,7.7,70.7,b'01/07/09',b'7',2009-01-07 00:07:02.910
152,66,True,6,6,6,60,6.6,60.599999999999994,b'01/07/09',b'6',2009-01-07 00:06:02.850
153,65,False,5,5,5,50,5.5,50.5,b'01/07/09',b'5',2009-01-07 00:05:02.800
154,64,True,4,4,4,40,4.4,40.4,b'01/07/09',b'4',2009-01-07 00:04:02.760
155,63,False,3,3,3,30,3.3,30.299999999999997,b'01/07/09',b'3',2009-01-07 00:03:02.730
156,13,False,3,3,3,30,3.3,30.299999999999997,b'01/02/09',b'3',2009-01-01 23:13:00.480
157,12,True,2,2,2,20,2.2,20.2,b'01/02/09',b'2',2009-01-01 23:12:00.460
158,11,False,1,1,1,10,1.1,10.1,b'01/02/09',b'1',2009-01-01 23:11:00.450
159,10,True,0,0,0,0,0.0,0.0,b'01/02/09',b'0',2009-01-01 23:10:00.450
160,9,False,9,9,9,90,9.9,90.89999999999999,b'01/01/09',b'9',2008-12-31 23:09:00.360
161,8,True,8,8,8,80,8.8,80.8,b'01/01/09',b'8',2008-12-31 23:08:00.280
162,7,False,7,7,7,70,7.7,70.7,b'01/01/09',b'7',2008-12-31 23:07:00.210
163,6,True,6,6,6,60,6.6,60.599999999999994,b'01/01/09',b'6',2008-12-31 23:06:00.150
164,5,False,5,5,5,50,5.5,50.5,b'01/01/09',b'5',2008-12-31 23:05:00.100
165,4,True,4,4,4,40,4.4,40.4,b'01/01/09',b'4',2008-12-31 23:04:00.600
166,3,False,3,3,3,30,3.3,30.299999999999997,b'01/01/09',b'3',2008-12-31 23:03:00.300
167,2,True,2,2,2,20,2.2,20.2,b'01/01/09',b'2',2008-12-31 23:02:00.100
168,1,False,1,1,1,10,1.1,10.1,b'01/01/09',b'1',2008-12-31 23:01:00.000
169,0,True,0,0,0,0,0.0,0.0,b'01/01/09',b'0',2008-12-31 23:00:00.000
170,88,True,8,8,8,80,8.8,80.8,b'01/09/09',b'8',2009-01-09 00:28:03.880
171,89,False,9,9,9,90,9.9,90.89999999999999,b'01/09/09',b'9',2009-01-09 00:29:03.960
172,90,True,0,0,0,0,0.0,0.0,b'01/10/09',b'0',2009-01-10 00:30:04.500
173,91,False,1,1,1,10,1.1,10.1,b'01/10/09',b'1',2009-01-10 00:31:04.500
174,92,True,2,2,2,20,2.2,20.2,b'01/10/09',b'2',2009-01-10 00:32:04.600
175,93,False,3,3,3,30,3.3,30.299999999999997,b'01/10/09',b'3',2009-01-10 00:33:04.800
176,94,True,4,4,4,40,4.4,40.4,b'01/10/09',b'4',2009-01-10 00:34:04.110
177,95,False,5,5,5,50,5.5,50.5,b'01/10/09',b'5',2009-01-10 00:35:04.150
178,96,True,6,6,6,60,6.6,60.599999999999994,b'01/10/09',b'6',2009-01-10 00:36:04.200
179,97,False,7,7,7,70,7.7,70.7,b'01/10/09',b'7',2009-01-10 00:37:04.260
180,38,True,8,8,8,80,8.8,80.8,b'01/04/09',b'8',2009-01-03 23:38:01.630
181,37,False,7,7,7,70,7.7,70.7,b'01/04/09',b'7',2009-01-03 23:37:01.560
182,36,True,6,6,6,60,6.6,60.599999999999994,b'01/04/09',b'6',2009-01-03 23:36:01.500
183,35,False,5,5,5,50,5.5,50.5,b'01/04/09',b'5',2009-01-03 23:35:01.450
184,34,True,4,4,4,40,4.4,40.4,b'01/04/09',b'4',2009-01-03 23:34:01.410
185,33,False,3,3,3,30,3.3,30.299999999999997,b'01/04/09',b'3',2009-01-03 23:33:01.380
186,32,True,2,2,2,20,2.2,20.2,b'01/04/09',b'2',2009-01-03 23:32:01.360
187,31,False,1,1,1,10,1.1,10.1,b'01/04/09',b'1',2009-01-03 23:31:01.350
188,30,True,0,0,0,0,0.0,0.0,b'01/04/09',b'0',2009-01-03 23:30:01.350
189,29,False,9,9,9,90,9.9,90.89999999999999,b'01/03/09',b'9',2009-01-02 23:29:01.260
190,28,True,8,8,8,80,8.8,80.8,b'01/03/09',b'8',2009-01-02 23:28:01.180
191,27,False,7,7,7,70,7.7,70.7,b'01/03/09',b'7',2009-01-02 23:27:01.110
192,26,True,6,6,6,60,6.6,60.599999999999994,b'01/03/09',b'6',2009-01-02 23:26:01.500
193,25,False,5,5,5,50,5.5,50.5,b'01/03/09',b'5',2009-01-02 23:25:01.000
194,24,True,4,4,4,40,4.4,40.4,b'01/03/09',b'4',2009-01-02 23:24:00.960
195,23,False,3,3,3,30,3.3,30.299999999999997,b'01/03/09',b'3',2009-01-02 23:23:00.930
196,22,True,2,2,2,20,2.2,20.2,b'01/03/09',b'2',2009-01-02 23:22:00.910
197,21,False,1,1,1,10,1.1,10.1,b'01/03/09',b'1',2009-01-02 23:21:00.900
198,20,True,0,0,0,0,0.0,0.0,b'01/03/09',b'0',2009-01-02 23:20:00.900
199,19,False,9,9,9,90,9.9,90.89999999999999,b'01/02/09',b'9',2009-01-01 23:19:00.810
200,18,True,8,8,8,80,8.8,80.8,b'01/02/09',b'8',2009-01-01 23:18:00.730
201,17,False,7,7,7,70,7.7,70.7,b'01/02/09',b'7',2009-01-01 23:17:00.660
202,16,True,6,6,6,60,6.6,60.599999999999994,b'01/02/09',b'6',2009-01-01 23:16:00.600
203,15,False,5,5,5,50,5.5,50.5,b'01/02/09',b'5',2009-01-01 23:15:00.550
204,14,True,4,4,4,40,4.4,40.4,b'01/02/09',b'4',2009-01-01 23:14:00.510
205,280,True,0,0,0,0,0.0,0.0,b'01/29/09',b'0',2009-01-29 03:40:12.600
206,279,False,9,9,9,90,9.9,90.89999999999999,b'01/28/09',b'9',2009-01-28 03:39:12.510
207,278,True,8,8,8,80,8.8,80.8,b'01/28/09',b'8',2009-01-28 03:38:12.430
208,277,False,7,7,7,70,7.7,70.7,b'01/28/09',b'7',2009-01-28 03:37:12.360
209,276,True,6,6,6,60,6.6,60.599999999999994,b'01/28/09',b'6',2009-01-28 03:36:12.300
210,275,False,5,5,5,50,5.5,50.5,b'01/28/09',b'5',2009-01-28 03:35:12.250
211,274,True,4,4,4,40,4.4,40.4,b'01/28/09',b'4',2009-01-28 03:34:12.210
212,273,False,3,3,3,30,3.3,30.299999999999997,b'01/28/09',b'3',2009-01-28 03:33:12.180
213,272,True,2,2,2,20,2.2,20.2,b'01/28/09',b'2',2009-01-28 03:32:12.160
214,271,False,1,1,1,10,1.1,10.1,b'01/28/09',b'1',2009-01-28 03:31:12.150
215,270,True,0,0,0,0,0.0,0.0,b'01/28/09',b'0',2009-01-28 03:30:12.150
216,269,False,9,9,9,90,9.9,90.89999999999999,b'01/27/09',b'9',2009-01-27 03:29:12.600
217,268,True,8,8,8,80,8.8,80.8,b'01/27/09',b'8',2009-01-27 03:28:11.980
218,267,False,7,7,7,70,7.7,70.7,b'01/27/09',b'7',2009-01-27 03:27:11.910
219,266,True,6,6,6,60,6.6,60.599999999999994,b'01/27/09',b'6',2009-01-27 03:26:11.850
220,265,False,5,5,5,50,5.5,50.5,b'01/27/09',b'5',2009-01-27 03:25:11.800
221,264,True,4,4,4,40,4.4,40.4,b'01/27/09',b'4',2009-01-27 03:24:11.760
222,263,False,3,3,3,30,3.3,30.299999999999997,b'01/27/09',b'3',2009-01-27 03:23:11.730
223,262,True,2,2,2,20,2.2,20.2,b'01/27/09',b'2',2009-01-27 03:22:11.710
224,261,False,1,1,1,10,1.1,10.1,b'01/27/09',b'1',2009-01-27 03:21:11.700
225,260,True,0,0,0,0,0.0,0.0,b'01/27/09',b'0',2009-01-27 03:20:11.700
226,259,False,9,9,9,90,9.9,90.89999999999999,b'01/26/09',b'9',2009-01-26 03:19:11.610
227,258,True,8,8,8,80,8.8,80.8,b'01/26/09',b'8',2009-01-26 03:18:11.530
228,257,False,7,7,7,70,7.7,70.7,b'01/26/09',b'7',2009-01-26 03:17:11.460
229,256,True,6,6,6,60,6.6,60.599999999999994,b'01/26/09',b'6',2009-01-26 03:16:11.400
230,255,False,5,5,5,50,5.5,50.5,b'01/26/09',b'5',2009-01-26 03:15:11.350
231,254,True,4,4,4,40,4.4,40.4,b'01/26/09',b'4',2009-01-26 03:14:11.310
232,253,False,3,3,3,30,3.3,30.299999999999997,b'01/26/09',b'3',2009-01-26 03:13:11.280
233,309,False,9,9,9,90,9.9,90.89999999999999,b'01/31/09',b'9',2009-01-31 04:09:13.860
234,308,True,8,8,8,80,8.8,80.8,b'01/31/09',b'8',2009-01-31 04:08:13.780
235,307,False,7,7,7,70,7.7,70.7,b'01/31/09',b'7',2009-01-31 04:07:13.710
236,306,True,6,6,6,60,6.6,60.599999999999994,b'01/31/09',b'6',2009-01-31 04:06:13.650
237,305,False,5,5,5,50,5.5,50.5,b'01/31/09',b'5',2009-01-31 04:05:13.600
238,304,True,4,4,4,40,4.4,40.4,b'01/31/09',b'4',2009-01-31 04:04:13.560
239,303,False,3,3,3,30,3.3,30.299999999999997,b'01/31/09',b'3',2009-01-31 04:03:13.530
240,302,True,2,2,2,20,2.2,20.2,b'01/31/09',b'2',2009-01-31 04:02:13.510
241,301,False,1,1,1,10,1.1,10.1,b'01/31/09',b'1',2009-01-31 04:01:13.500
242,300,True,0,0,0,0,0.0,0.0,b'01/31/09',b'0',2009-01-31 04:00:13.500
243,299,False,9,9,9,90,9.9,90.89999999999999,b'01/30/09',b'9',2009-01-30 03:59:13.410
244,298,True,8,8,8,80,8.8,80.8,b'01/30/09',b'8',2009-01-30 03:58:13.330
245,297,False,7,7,7,70,7.7,70.7,b'01/30/09',b'7',2009-01-30 03:57:13.260
246,296,True,6,6,6,60,6.6,60.599999999999994,b'01/30/09',b'6',2009-01-30 03:56:13.200
247,295,False,5,5,5,50,5.5,50.5,b'01/30/09',b'5',2009-01-30 03:55:13.150
248,294,True,4,4,4,40,4.4,40.4,b'01/30/09',b'4',2009-01-30 03:54:13.110
249,293,False,3,3,3,30,3.3,30.299999999999997,b'01/30/09',b'3',2009-01-30 03:53:13.800
250,292,True,2,2,2,20,2.2,20.2,b'01/30/09',b'2',2009-01-30 03:52:13.600
251,291,False,1,1,1,10,1.1,10.1,b'01/30/09',b'1',2009-01-30 03:51:13.500
252,290,True,0,0,0,0,0.0,0.0,b'01/30/09',b'0',2009-01-30 03:50:13.500
253,289,False,9,9,9,90,9.9,90.89999999999999,b'01/29/09',b'9',2009-01-29 03:49:12.960
254,288,True,8,8,8,80,8.8,80.8,b'01/29/09',b'8',2009-01-29 03:48:12.880
255,287,False,7,7,7,70,7.7,70.7,b'01/29/09',b'7',2009-01-29 03:47:12.810
256,286,True,6,6,6,60,6.6,60.599999999999994,b'01/29/09',b'6',2009-01-29 03:46:12.750
257,285,False,5,5,5,50,5.5,50.5,b'01/29/09',b'5',2009-01-29 03:45:12.700
258,284,True,4,4,4,40,4.4,40.4,b'01/29/09',b'4',2009-01-29 03:44:12.660
259,283,False,3,3,3,30,3.3,30.299999999999997,b'01/29/09',b'3',2009-01-29 03:43:12.630
260,282,True,2,2,2,20,2.2,20.2,b'01/29/09',b'2',2009-01-29 03:42:12.610
261,281,False,1,1,1,10,1.1,10.1,b'01/29/09',b'1',2009-01-29 03:41:12.600
262,223,False,3,3,3,30,3.3,30.299999999999997,b'01/23/09',b'3',2009-01-23 02:43:09.930
263,222,True,2,2,2,20,2.2,20.2,b'01/23/09',b'2',2009-01-23 02:42:09.910
264,221,False,1,1,1,10,1.1,10.1,b'01/23/09',b'1',2009-01-23 02:41:09.900
265,220,True,0,0,0,0,0.0,0.0,b'01/23/09',b'0',2009-01-23 02:40:09.900
266,219,False,9,9,9,90,9.9,90.89999999999999,b'01/22/09',b'9',2009-01-22 02:39:09.810
267,218,True,8,8,8,80,8.8,80.8,b'01/22/09',b'8',2009-01-22 02:38:09.730
268,217,False,7,7,7,70,7.7,70.7,b'01/22/09',b'7',2009-01-22 02:37:09.660
269,216,True,6,6,6,60,6.6,60.599999999999994,b'01/22/09',b'6',2009-01-22 02:36:09.600
270,215,False,5,5,5,50,5.5,50.5,b'01/22/09',b'5',2009-01-22 02:35:09.550
271,214,True,4,4,4,40,4.4,40.4,b'01/22/09',b'4',2009-01-22 02:34:09.510
272,213,False,3,3,3,30,3.3,30.299999999999997,b'01/22/09',b'3',2009-01-22 02:33:09.480
273,212,True,2,2,2,20,2.2,20.2,b'01/22/09',b'2',2009-01-22 02:32:09.460
274,211,False,1,1,1,10,1.1,10.1,b'01/22/09',b'1',2009-01-22 02:31:09.450
275,210,True,0,0,0,0,0.0,0.0,b'01/22/09',b'0',2009-01-22 02:30:09.450
