,id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col
70,191,False,1,1,1,10,1.1,10.1,b'01/20/09',b'1',2009-01-20 02:11:08.550
71,192,True,2,2,2,20,2.2,20.2,b'01/20/09',b'2',2009-01-20 02:12:08.560
72,193,False,3,3,3,30,3.3,30.299999999999997,b'01/20/09',b'3',2009-01-20 02:13:08.580
73,194,True,4,4,4,40,4.4,40.4,b'01/20/09',b'4',2009-01-20 02:14:08.610
74,146,True,6,6,6,60,6.6,60.599999999999994,b'01/15/09',b'6',2009-01-15 01:26:06.450
75,147,False,7,7,7,70,7.7,70.7,b'01/15/09',b'7',2009-01-15 01:27:06.510
76,148,True,8,8,8,80,8.8,80.8,b'01/15/09',b'8',2009-01-15 01:28:06.580
77,149,False,9,9,9,90,9.9,90.89999999999999,b'01/15/09',b'9',2009-01-15 01:29:06.660
78,150,True,0,0,0,0,0.0,0.0,b'01/16/09',b'0',2009-01-16 01:30:06.750
79,151,False,1,1,1,10,1.1,10.1,b'01/16/09',b'1',2009-01-16 01:31:06.750
80,152,True,2,2,2,20,2.2,20.2,b'01/16/09',b'2',2009-01-16 01:32:06.760
81,153,False,3,3,3,30,3.3,30.299999999999997,b'01/16/09',b'3',2009-01-16 01:33:06.780
82,154,True,4,4,4,40,4.4,40.4,b'01/16/09',b'4',2009-01-16 01:34:06.810
83,155,False,5,5,5,50,5.5,50.5,b'01/16/09',b'5',2009-01-16 01:35:06.850
84,156,True,6,6,6,60,6.6,60.599999999999994,b'01/16/09',b'6',2009-01-16 01:36:06.900
85,157,False,7,7,7,70,7.7,70.7,b'01/16/09',b'7',2009-01-16 01:37:06.960
86,158,True,8,8,8,80,8.8,80.8,b'01/16/09',b'8',2009-01-16 01:38:07.300
87,159,False,9,9,9,90,9.9,90.89999999999999,b'01/16/09',b'9',2009-01-16 01:39:07.110
88,160,True,0,0,0,0,0.0,0.0,b'01/17/09',b'0',2009-01-17 01:40:07.200
89,161,False,1,1,1,10,1.1,10.1,b'01/17/09',b'1',2009-01-17 01:41:07.200
90,162,True,2,2,2,20,2.2,20.2,b'01/17/09',b'2',2009-01-17 01:42:07.210
91,163,False,3,3,3,30,3.3,30.299999999999997,b'01/17/09',b'3',2009-01-17 01:43:07.230
92,164,True,4,4,4,40,4.4,40.4,b'01/17/09',b'4',2009-01-17 01:44:07.260
93,165,False,5,5,5,50,5.5,50.5,b'01/17/09',b'5',2009-01-17 01:45:07.300
94,166,True,6,6,6,60,6.6,60.599999999999994,b'01/17/09',b'6',2009-01-17 01:46:07.350
95,167,False,7,7,7,70,7.7,70.7,b'01/17/09',b'7',2009-01-17 01:47:07.410
96,168,True,8,8,8,80,8.8,80.8,b'01/17/09',b'8',2009-01-17 01:48:07.480
97,169,False,9,9,9,90,9.9,90.89999999999999,b'01/17/09',b'9',2009-01-17 01:49:07.560
98,170,True,0,0,0,0,0.0,0.0,b'01/18/09',b'0',2009-01-18 01:50:07.650
99,62,True,2,2,2,20,2.2,20.2,b'01/07/09',b'2',2009-01-07 00:02:02.710
100,61,False,1,1,1,10,1.1,10.1,b'01/07/09',b'1',2009-01-07 00:01:02.700
101,60,True,0,0,0,0,0.0,0.0,b'01/07/09',b'0',2009-01-07 00:00:02.700
102,59,False,9,9,9,90,9.9,90.89999999999999,b'01/06/09',b'9',2009-01-05 23:59:02.610
103,58,True,8,8,8,80,8.8,80.8,b'01/06/09',b'8',2009-01-05 23:58:02.530
104,57,False,7,7,7,70,7.7,70.7,b'01/06/09',b'7',2009-01-05 23:57:02.460
105,56,True,6,6,6,60,6.6,60.599999999999994,b'01/06/09',b'6',2009-01-05 23:56:02.400
106,55,False,5,5,5,50,5.5,50.5,b'01/06/09',b'5',2009-01-05 23:55:02.350
107,54,True,4,4,4,40,4.4,40.4,b'01/06/09',b'4',2009-01-05 23:54:02.310
108,53,False,3,3,3,30,3.3,30.299999999999997,b'01/06/09',b'3',2009-01-05 23:53:02.280
109,52,True,2,2,2,20,2.2,20.2,b'01/06/09',b'2',2009-01-05 23:52:02.260
110,51,False,1,1,1,10,1.1,10.1,b'01/06/09',b'1',2009-01-05 23:51:02.250
111,50,True,0,0,0,0,0.0,0.0,b'01/06/09',b'0',2009-01-05 23:50:02.250
112,49,False,9,9,9,90,9.9,90.89999999999999,b'01/05/09',b'9',2009-01-04 23:49:02.160
113,48,True,8,8,8,80,8.8,80.8,b'01/05/09',b'8',2009-01-04 23:48:02.800
114,47,False,7,7,7,70,7.7,70.7,b'01/05/09',b'7',2009-01-04 23:47:02.100
115,46,True,6,6,6,60,6.6,60.599999999999994,b'01/05/09',b'6',2009-01-04 23:46:01.950
116,45,False,5,5,5,50,5.5,50.5,b'01/05/09',b'5',2009-01-04 23:45:01.900
117,44,True,4,4,4,40,4.4,40.4,b'01/05/09',b'4',2009-01-04 23:44:01.860
118,43,False,3,3,3,30,3.3,30.299999999999997,b'01/05/09',b'3',2009-01-04 23:43:01.830
119,42,True,2,2,2,20,2.2,20.2,b'01/05/09',b'2',2009-01-04 23:42:01.810
120,41,False,1,1,1,10,1.1,10.1,b'01/05/09',b'1',2009-01-04 23:41:01.800
121,40,True,0,0,0,0,0.0,0.0,b'01/05/09',b'0',2009-01-04 23:40:01.800
122,39,False,9,9,9,90,9.9,90.89999999999999,b'01/04/09',b'9',2009-01-03 23:39:01.710
123,87,False,7,7,7,70,7.7,70.7,b'01/09/09',b'7',2009-01-09 00:27:03.810
124,86,True,6,6,6,60,6.6,60.599999999999994,b'01/09/09',b'6',2009-01-09 00:26:03.750
125,85,False,5,5,5,50,5.5,50.5,b'01/09/09',b'5',2009-01-09 00:25:03.700
126,84,True,4,4,4,40,4.4,40.4,b'01/09/09',b'4',2009-01-09 00:24:03.660
127,83,False,3,3,3,30,3.3,30.299999999999997,b'01/09/09',b'3',2009-01-09 00:23:03.630
128,82,True,2,2,2,20,2.2,20.2,b'01/09/09',b'2',2009-01-09 00:22:03.610
129,81,False,1,1,1,10,1.1,10.1,b'01/09/09',b'1',2009-01-09 00:21:03.600
130,80,True,0,0,0,0,0.0,0.0,b'01/09/09',b'0',2009-01-09 00:20:03.600
131,79,False,9,9,9,90,9.9,90.89999999999999,b'01/08/09',b'9',2009-01-08 00:19:03.510
132,78,True,8,8,8,80,8.8,80.8,b'01/08/09',b'8',2009-01-08 00:18:03.430
133,77,False,7,7,7,70,7.7,70.7,b'01/08/09',b'7',2009-01-08 00:17:03.360
134,76,True,6,6,6,60,6.6,60.599999999999994,b'01/08/09',b'6',2009-01-08 00:16:03.300
135,75,False,5,5,5,50,5.5,50.5,b'01/08/09',b'5',2009-01-08 00:15:03.250
136,74,True,4,4,4,40,4.4,40.4,b'01/08/09',b'4',2009-01-08 00:14:03.210
137,73,False,3,3,3,30,3.3,30.299999999999997,b'01/08/09',b'3',2009-01-08 00:13:03.180
138,72,True,2,2,2,20,2.2,20.2,b'01/08/09',b'2',2009-01-08 00:12:03.160
139,71,False,1,1,1,10,1.1,10.1,b'01/08/09',b'1',2009-01-08 00:11:03.150
140,70,True,0,0,0,0,0.0,0.0,b'01/08/09',b'0',2009-01-08 00:10:03.150
141,69,False,9,9,9,90,9.9,90.89999999999999,b'01/07/09',b'9',2009-01-07 00:09:03.600
142,68,True,8,8,8,80,8.8,80.8,b'01/07/09',b'8',2009-01-07 00:08:02.980
143,67,False,7,7,7,70,7.7,70.7,b'01/07/09',b'7',2009-01-07 00:07:02.910
144,66,True,6,6,6,60,6.6,60.599999999999994,b'01/07/09',b'6',2009-01-07 00:06:02.850
145,65,False,5,5,5,50,5.5,50.5,b'01/07/09',b'5',2009-01-07 00:05:02.800
146,64,True,4,4,4,40,4.4,40.4,b'01/07/09',b'4',2009-01-07 00:04:02.760
147,63,False,3,3,3,30,3.3,30.299999999999997,b'01/07/09',b'3',2009-01-07 00:03:02.730
148,13,False,3,3,3,30,3.3,30.299999999999997,b'01/02/09',b'3',2009-01-01 23:13:00.480
149,12,True,2,2,2,20,2.2,20.2,b'01/02/09',b'2',2009-01-01 23:12:00.460
150,11,False,1,1,1,10,1.1,10.1,b'01/02/09',b'1',2009-01-01 23:11:00.450
151,10,True,0,0,0,0,0.0,0.0,b'01/02/09',b'0',2009-01-01 23:10:00.450
152,9,False,9,9,9,90,9.9,90.89999999999999,b'01/01/09',b'9',2008-12-31 23:09:00.360
153,8,True,8,8,8,80,8.8,80.8,b'01/01/09',b'8',2008-12-31 23:08:00.280
154,7,False,7,7,7,70,7.7,70.7,b'01/01/09',b'7',2008-12-31 23:07:00.210
155,6,True,6,6,6,60,6.6,60.599999999999994,b'01/01/09',b'6',2008-12-31 23:06:00.150
156,5,False,5,5,5,50,5.5,50.5,b'01/01/09',b'5',2008-12-31 23:05:00.100
157,4,True,4,4,4,40,4.4,40.4,b'01/01/09',b'4',2008-12-31 23:04:00.600
158,3,False,3,3,3,30,3.3,30.299999999999997,b'01/01/09',b'3',2008-12-31 23:03:00.300
159,2,True,2,2,2,20,2.2,20.2,b'01/01/09',b'2',2008-12-31 23:02:00.100
160,1,False,1,1,1,10,1.1,10.1,b'01/01/09',b'1',2008-12-31 23:01:00.000
161,0,True,0,0,0,0,0.0,0.0,b'01/01/09',b'0',2008-12-31 23:00:00.000
162,88,True,8,8,8,80,8.8,80.8,b'01/09/09',b'8',2009-01-09 00:28:03.880
163,89,False,9,9,9,90,9.9,90.89999999999999,b'01/09/09',b'9',2009-01-09 00:29:03.960
164,90,True,0,0,0,0,0.0,0.0,b'01/10/09',b'0',2009-01-10 00:30:04.500
165,91,False,1,1,1,10,1.1,10.1,b'01/10/09',b'1',2009-01-10 00:31:04.500
166,92,True,2,2,2,20,2.2,20.2,b'01/10/09',b'2',2009-01-10 00:32:04.600
167,93,False,3,3,3,30,3.3,30.299999999999997,b'01/10/09',b'3',2009-01-10 00:33:04.800
168,94,True,4,4,4,40,4.4,40.4,b'01/10/09',b'4',2009-01-10 00:34:04.110
169,95,False,5,5,5,50,5.5,50.5,b'01/10/09',b'5',2009-01-10 00:35:04.150
170,96,True,6,6,6,60,6.6,60.599999999999994,b'01/10/09',b'6',2009-01-10 00:36:04.200
171,97,False,7,7,7,70,7.7,70.7,b'01/10/09',b'7',2009-01-10 00:37:04.260
172,38,True,8,8,8,80,8.8,80.8,b'01/04/09',b'8',2009-01-03 23:38:01.630
173,37,False,7,7,7,70,7.7,70.7,b'01/04/09',b'7',2009-01-03 23:37:01.560
174,36,True,6,6,6,60,6.6,60.599999999999994,b'01/04/09',b'6',2009-01-03 23:36:01.500
175,35,False,5,5,5,50,5.5,50.5,b'01/04/09',b'5',2009-01-03 23:35:01.450
176,34,True,4,4,4,40,4.4,40.4,b'01/04/09',b'4',2009-01-03 23:34:01.410
177,33,False,3,3,3,30,3.3,30.299999999999997,b'01/04/09',b'3',2009-01-03 23:33:01.380
178,32,True,2,2,2,20,2.2,20.2,b'01/04/09',b'2',2009-01-03 23:32:01.360
179,31,False,1,1,1,10,1.1,10.1,b'01/04/09',b'1',2009-01-03 23:31:01.350
180,30,True,0,0,0,0,0.0,0.0,b'01/04/09',b'0',2009-01-03 23:30:01.350
181,29,False,9,9,9,90,9.9,90.89999999999999,b'01/03/09',b'9',2009-01-02 23:29:01.260
182,28,True,8,8,8,80,8.8,80.8,b'01/03/09',b'8',2009-01-02 23:28:01.180
183,27,False,7,7,7,70,7.7,70.7,b'01/03/09',b'7',2009-01-02 23:27:01.110
184,26,True,6,6,6,60,6.6,60.599999999999994,b'01/03/09',b'6',2009-01-02 23:26:01.500
185,25,False,5,5,5,50,5.5,50.5,b'01/03/09',b'5',2009-01-02 23:25:01.000
186,24,True,4,4,4,40,4.4,40.4,b'01/03/09',b'4',2009-01-02 23:24:00.960
187,23,False,3,3,3,30,3.3,30.299999999999997,b'01/03/09',b'3',2009-01-02 23:23:00.930
188,22,True,2,2,2,20,2.2,20.2,b'01/03/09',b'2',2009-01-02 23:22:00.910
189,21,False,1,1,1,10,1.1,10.1,b'01/03/09',b'1',2009-01-02 23:21:00.900
190,20,True,0,0,0,0,0.0,0.0,b'01/03/09',b'0',2009-01-02 23:20:00.900
191,19,False,9,9,9,90,9.9,90.89999999999999,b'01/02/09',b'9',2009-01-01 23:19:00.810
192,18,True,8,8,8,80,8.8,80.8,b'01/02/09',b'8',2009-01-01 23:18:00.730
193,17,False,7,7,7,70,7.7,70.7,b'01/02/09',b'7',2009-01-01 23:17:00.660
194,16,True,6,6,6,60,6.6,60.599999999999994,b'01/02/09',b'6',2009-01-01 23:16:00.600
195,15,False,5,5,5,50,5.5,50.5,b'01/02/09',b'5',2009-01-01 23:15:00.550
196,14,True,4,4,4,40,4.4,40.4,b'01/02/09',b'4',2009-01-01 23:14:00.510
197,280,True,0,0,0,0,0.0,0.0,b'01/29/09',b'0',2009-01-29 03:40:12.600
198,279,False,9,9,9,90,9.9,90.89999999999999,b'01/28/09',b'9',2009-01-28 03:39:12.510
199,278,True,8,8,8,80,8.8,80.8,b'01/28/09',b'8',2009-01-28 03:38:12.430
200,277,False,7,7,7,70,7.7,70.7,b'01/28/09',b'7',2009-01-28 03:37:12.360
201,276,True,6,6,6,60,6.6,60.599999999999994,b'01/28/09',b'6',2009-01-28 03:36:12.300
202,275,False,5,5,5,50,5.5,50.5,b'01/28/09',b'5',2009-01-28 03:35:12.250
203,274,True,4,4,4,40,4.4,40.4,b'01/28/09',b'4',2009-01-28 03:34:12.210
204,273,False,3,3,3,30,3.3,30.299999999999997,b'01/28/09',b'3',2009-01-28 03:33:12.180
205,272,True,2,2,2,20,2.2,20.2,b'01/28/09',b'2',2009-01-28 03:32:12.160
206,271,False,1,1,1,10,1.1,10.1,b'01/28/09',b'1',2009-01-28 03:31:12.150
207,270,True,0,0,0,0,0.0,0.0,b'01/28/09',b'0',2009-01-28 03:30:12.150
208,269,False,9,9,9,90,9.9,90.89999999999999,b'01/27/09',b'9',2009-01-27 03:29:12.600
209,268,True,8,8,8,80,8.8,80.8,b'01/27/09',b'8',2009-01-27 03:28:11.980
210,267,False,7,7,7,70,7.7,70.7,b'01/27/09',b'7',2009-01-27 03:27:11.910
211,266,True,6,6,6,60,6.6,60.599999999999994,b'01/27/09',b'6',2009-01-27 03:26:11.850
212,265,False,5,5,5,50,5.5,50.5,b'01/27/09',b'5',2009-01-27 03:25:11.800
213,264,True,4,4,4,40,4.4,40.4,b'01/27/09',b'4',2009-01-27 03:24:11.760
214,263,False,3,3,3,30,3.3,30.299999999999997,b'01/27/09',b'3',2009-01-27 03:23:11.730
215,262,True,2,2,2,20,2.2,20.2,b'01/27/09',b'2',2009-01-27 03:22:11.710
216,261,False,1,1,1,10,1.1,10.1,b'01/27/09',b'1',2009-01-27 03:21:11.700
217,260,True,0,0,0,0,0.0,0.0,b'01/27/09',b'0',2009-01-27 03:20:11.700
218,259,False,9,9,9,90,9.9,90.89999999999999,b'01/26/09',b'9',2009-01-26 03:19:11.610
219,258,True,8,8,8,80,8.8,80.8,b'01/26/09',b'8',2009-01-26 03:18:11.530
220,257,False,7,7,7,70,7.7,70.7,b'01/26/09',b'7',2009-01-26 03:17:11.460
221,256,True,6,6,6,60,6.6,60.599999999999994,b'01/26/09',b'6',2009-01-26 03:16:11.400
222,255,False,5,5,5,50,5.5,50.5,b'01/26/09',b'5',2009-01-26 03:15:11.350
223,254,True,4,4,4,40,4.4,40.4,b'01/26/09',b'4',2009-01-26 03:14:11.310
224,253,False,3,3,3,30,3.3,30.299999999999997,b'01/26/09',b'3',2009-01-26 03:13:11.280
225,309,False,9,9,9,90,9.9,90.89999999999999,b'01/31/09',b'9',2009-01-31 04:09:13.860
226,308,True,8,8,8,80,8.8,80.8,b'01/31/09',b'8',2009-01-31 04:08:13.780
227,307,False,7,7,7,70,7.7,70.7,b'01/31/09',b'7',2009-01-31 04:07:13.710
228,306,True,6,6,6,60,6.6,60.599999999999994,b'01/31/09',b'6',2009-01-31 04:06:13.650
229,305,False,5,5,5,50,5.5,50.5,b'01/31/09',b'5',2009-01-31 04:05:13.600
230,304,True,4,4,4,40,4.4,40.4,b'01/31/09',b'4',2009-01-31 04:04:13.560
231,303,False,3,3,3,30,3.3,30.299999999999997,b'01/31/09',b'3',2009-01-31 04:03:13.530
232,302,True,2,2,2,20,2.2,20.2,b'01/31/09',b'2',2009-01-31 04:02:13.510
233,301,False,1,1,1,10,1.1,10.1,b'01/31/09',b'1',2009-01-31 04:01:13.500
234,300,True,0,0,0,0,0.0,0.0,b'01/31/09',b'0',2009-01-31 04:00:13.500
235,299,False,9,9,9,90,9.9,90.89999999999999,b'01/30/09',b'9',2009-01-30 03:59:13.410
236,298,True,8,8,8,80,8.8,80.8,b'01/30/09',b'8',2009-01-30 03:58:13.330
237,297,False,7,7,7,70,7.7,70.7,b'01/30/09',b'7',2009-01-30 03:57:13.260
238,296,True,6,6,6,60,6.6,60.599999999999994,b'01/30/09',b'6',2009-01-30 03:56:13.200
239,295,False,5,5,5,50,5.5,50.5,b'01/30/09',b'5',2009-01-30 03:55:13.150
240,294,True,4,4,4,40,4.4,40.4,b'01/30/09',b'4',2009-01-30 03:54:13.110
241,293,False,3,3,3,30,3.3,30.299999999999997,b'01/30/09',b'3',2009-01-30 03:53:13.800
242,292,True,2,2,2,20,2.2,20.2,b'01/30/09',b'2',2009-01-30 03:52:13.600
243,291,False,1,1,1,10,1.1,10.1,b'01/30/09',b'1',2009-01-30 03:51:13.500
244,290,True,0,0,0,0,0.0,0.0,b'01/30/09',b'0',2009-01-30 03:50:13.500
245,289,False,9,9,9,90,9.9,90.89999999999999,b'01/29/09',b'9',2009-01-29 03:49:12.960
246,288,True,8,8,8,80,8.8,80.8,b'01/29/09',b'8',2009-01-29 03:48:12.880
247,287,False,7,7,7,70,7.7,70.7,b'01/29/09',b'7',2009-01-29 03:47:12.810
248,286,True,6,6,6,60,6.6,60.599999999999994,b'01/29/09',b'6',2009-01-29 03:46:12.750
249,285,False,5,5,5,50,5.5,50.5,b'01/29/09',b'5',2009-01-29 03:45:12.700
250,284,True,4,4,4,40,4.4,40.4,b'01/29/09',b'4',2009-01-29 03:44:12.660
251,283,False,3,3,3,30,3.3,30.299999999999997,b'01/29/09',b'3',2009-01-29 03:43:12.630
252,282,True,2,2,2,20,2.2,20.2,b'01/29/09',b'2',2009-01-29 03:42:12.610
253,281,False,1,1,1,10,1.1,10.1,b'01/29/09',b'1',2009-01-29 03:41:12.600
254,223,False,3,3,3,30,3.3,30.299999999999997,b'01/23/09',b'3',2009-01-23 02:43:09.930
255,222,True,2,2,2,20,2.2,20.2,b'01/23/09',b'2',2009-01-23 02:42:09.910
256,221,False,1,1,1,10,1.1,10.1,b'01/23/09',b'1',2009-01-23 02:41:09.900
257,220,True,0,0,0,0,0.0,0.0,b'01/23/09',b'0',2009-01-23 02:40:09.900
258,219,False,9,9,9,90,9.9,90.89999999999999,b'01/22/09',b'9',2009-01-22 02:39:09.810
259,218,True,8,8,8,80,8.8,80.8,b'01/22/09',b'8',2009-01-22 02:38:09.730
260,217,False,7,7,7,70,7.7,70.7,b'01/22/09',b'7',2009-01-22 02:37:09.660
261,216,True,6,6,6,60,6.6,60.599999999999994,b'01/22/09',b'6',2009-01-22 02:36:09.600
262,215,False,5,5,5,50,5.5,50.5,b'01/22/09',b'5',2009-01-22 02:35:09.550
263,214,True,4,4,4,40,4.4,40.4,b'01/22/09',b'4',2009-01-22 02:34:09.510
264,213,False,3,3,3,30,3.3,30.299999999999997,b'01/22/09',b'3',2009-01-22 02:33:09.480
265,212,True,2,2,2,20,2.2,20.2,b'01/22/09',b'2',2009-01-22 02:32:09.460
266,211,False,1,1,1,10,1.1,10.1,b'01/22/09',b'1',2009-01-22 02:31:09.450
267,210,True,0,0,0,0,0.0,0.0,b'01/22/09',b'0',2009-01-22 02:30:09.450
268,209,False,9,9,9,90,9.9,90.89999999999999,b'01/21/09',b'9',2009-01-21 02:29:09.360
269,208,True,8,8,8,80,8.8,80.8,b'01/21/09',b'8',2009-01-21 02:28:09.280
270,207,False,7,7,7,70,7.7,70.7,b'01/21/09',b'7',2009-01-21 02:27:09.210
271,206,True,6,6,6,60,6.6,60.599999999999994,b'01/21/09',b'6',2009-01-21 02:26:09.150
272,205,False,5,5,5,50,5.5,50.5,b'01/21/09',b'5',2009-01-21 02:25:09.100
273,204,True,4,4,4,40,4.4,40.4,b'01/21/09',b'4',2009-01-21 02:24:09.600
274,203,False,3,3,3,30,3.3,30.299999999999997,b'01/21/09',b'3',2009-01-21 02:23:09.300
275,202,True,2,2,2,20,2.2,20.2,b'01/21/09',b'2',2009-01-21 02:22:09.100
